transaction_id,customer_id,transaction_date,amount,status,city,state
6cd474b81add3c3d62536cab3e34aa23,796e0c6b3690401bd5592b7ce89be9f2,2018-08-06 09:12:33,180.32,Pending,novo hamburgo,RS
e92f3505810692cd4a0350b19e2d9045,24c63a7108d652ad0ed85589c4575297,2018-06-13 22:54:20,52.92,Failed,aracaju,SE
bb27f9e70d5cdc66d0c616aee3dbb387,225743267e630cdf226d130d80c4aa5e,2017-12-08 23:41:49,499.4,Failed,sao paulo,SP
884b1394fc8888e6a877df86eb19e74c,7ee968b8ed74301e0cbd3e44416cad9d,2018-03-19 21:50:14,55.04,Failed,carapicuiba,SP
b8c38cf37cd17fd645f2e84101c8a679,940526d0df4938d234d0a900268106c4,2017-08-28 22:47:13,138.03,Pending,itauna,MG
e659b8223be6f632acb24fb80cf50ca9,9ac71dee8847ffe35fb2c087da733cc4,2017-11-18 11:30:58,87.21,Pending,caruaru,PE
d977821da81b766c90bcd3351f0dbf19,5295c0f1f2053aa636bc034c2a85ab44,2018-05-04 21:40:39,46.13,Failed,belo horizonte,MG
5c1f2bd7eff419c165428371164d750c,ac4e328e156057d602bb4d7b146d5468,2018-03-08 15:59:11,326.36,Failed,guarulhos,SP
5a0e5ad33542c79b10be87a344ee0086,917149651e472bef5b609eb58e742eb4,2017-06-13 11:13:38,86.67,Pending,catalao,GO
a87f63f16c37c383775f476c6f22b635,fd673a07896aec385c5287234605f166,2017-01-14 15:42:20,45.78,Pending,brasilia,DF
dc05a07c0cc70e26e10e274313034ad3,d9abf57c9a7f1cd9865625d2cba96053,2018-08-01 16:37:54,429.64,Pending,recife,PE
f847298c3beb552989d31c5f673da6fc,c2ea1149b67ac4b480ff15b3b31110ee,2018-03-14 11:22:37,76.34,Pending,belo horizonte,MG
d4ab8a264235be36f72a07621046d082,7a5846ef7b6f7d58630bb4b0aafe2858,2018-06-01 15:34:15,215.15,Failed,santa maria madalena,RJ
e5d48f5d3719ee190629a850e362dc57,1670832aa0263adfa1337adf89530561,2017-12-03 20:22:53,48.71,Pending,campinas,SP
0fc34e566d3273325c404c113f4a8b2a,ae9cc596d22235c547acce001f90fc33,2017-11-02 14:51:11,205.07,Failed,goiania,GO
b3206cf64b7cd1480a6c6f9912b20666,da757be0eb9978feb09365ed3bdfc679,2017-09-13 20:30:02,197.87,Pending,promissao,SP
ea337f88a8c5cab4e99da87460f1b99e,9aed6fa0db5da18a5433bbff4ef320b8,2017-03-19 23:15:51,213.56,Pending,mira estrela,SP
c3664571c21d82f7d8ada5770af419f9,3c6de6b65568723360510737edb81465,2017-11-27 19:41:55,36.35,Failed,limeira,SP
a865adb8bec2475e30e835eaf1b9e7d6,047d2000bf864a26eb2559021ec958e2,2018-05-06 10:27:56,339.09,Pending,parauna,GO
ad2b0f4fd912cd3c834e5976c46b75b7,a942d13c8e40155ee446ae0909993bfc,2018-05-03 14:31:13,345.46,Pending,guarulhos,SP
48a928c553c276852b35ce90fedfeee2,9ea999ddb251e229b1c8b4925884743e,2018-02-03 00:18:09,42.69,Pending,dourados,MS
3ec2c982a9497e2aa32da12b18ce7266,8181e01938f34902ad6d883bf57f803d,2018-05-04 20:19:38,77.38,Pending,pelotas,RS
eafef0e6c44f121531569a69a318c3b3,084dab2db2bf5d42677b135e633a15ba,2017-11-29 13:03:33,81.21,Pending,porto alegre,RS
10918fe4d665fda80034712895c2b92f,e05a24d2c1d2cd3ae0482ecc1b4d069f,2017-06-26 07:04:39,76.18,Pending,belem,PA
64a9f2b487f66506d463ca18152280e8,90714b0e62fe1fbd304fb45fd644ebdd,2018-02-24 08:45:01,135.52,Pending,sao paulo,SP
e5e6a20a4c3fbe6ee280c01f8fe279cc,e1cb13d47d802da7d23d6253ed8d7959,2018-08-05 11:05:53,71.27,Failed,uberlandia,MG
011b142c9e082a5c1d10e0a88cd9c8e8,0c7a95280b3f80eadd81c829e093dbec,2018-03-23 11:43:13,297.2,Pending,sao luis,MA
3acf8c12de0c5a31ce57671e97cb48a1,3c74489596d98affbe4a9388a39bf482,2018-05-12 00:18:28,236.41,Failed,sao paulo,SP
18bf036204cea32b152a8e2a2f2bab40,75c1cc8ffdfa39cfba5b62056e1c0f56,2017-05-08 16:31:38,147.59,Pending,barueri,SP
825c221a4e981f278e9c5ec6ead83a3f,933bf00ad9a4f8bfd36bd85e09bd6cba,2017-06-29 23:08:50,87.44,Pending,sao paulo,SP
b8bfafcbe46deea4900feeffb2d6afaf,73f826bc89f03a161feac9beef6ed964,2018-01-19 18:07:37,86.02,Pending,brasilia,DF
ed3b269b4badaf0126050c9d4f7b854c,8df348aaafe2a0df5f1ad620b64095f9,2018-07-12 22:14:06,55.96,Failed,rancharia,SP
d396adb7e51ca1bcb4a84cb786fee813,33a366be73843c5da3d68f3d3427afd6,2017-07-03 16:42:42,722.05,Pending,santa maria,RS
bc024a50e4e6ff5212d0febb0f4b4a37,b037df006f291d0cdbc837d78c48ff5f,2017-08-28 20:27:54,36.09,Pending,cachoeirinha,RS
7958d9e7f3083099780539e0054d0c54,ab23dc90e86086221732547085a7f9e3,2018-03-03 17:11:33,48.08,Failed,aruja,SP
1a08b06cb8b9b557453b70b83fdc69cb,5b0403fc813ee1da7cd9a0816d205016,2018-01-21 16:46:04,83.41,Failed,embu das artes,SP
bac5dc94cc5dbf0810f1919c2aac13cd,85fe96297110ae68dd33043dc65a5221,2017-07-08 17:35:03,79.24,Pending,embu-guacu,SP
d30680568af2e9f0aeba3420292df26d,8eb5e45df7b0f27cc1a3b7ba46219180,2017-09-16 09:20:26,126.11,Pending,salvador,BA
14676aebeb151a1fa4f20e8fc3544621,e8515276707fdd0900308f2cbde32131,2018-02-17 16:39:44,110.42,Failed,nova iguacu,RJ
3c9a3ff1e41cb58bb8a24ae6f6eea080,e413b51d04fdbe619c2cb28cda3046d6,2018-04-28 22:02:50,314.21,Failed,curitiba,PR
f15ee2f37da0500e278ec213c201edf3,1bb26cb73f617c0b4eed520cc297ea8d,2018-07-27 11:58:46,347.31,Pending,viana,ES
14d68c5b215a31950340dc9cb3f73efe,f6f80187601754d61deb547e6d5b5a06,2018-01-28 11:47:10,137.6,Pending,brasilia,DF
48b7d84507eb52608a007fde9d641daa,cad2dc8d82cd9ccca487589a7fe62e6c,2018-05-07 15:38:06,49.09,Pending,cubatao,SP
d0e9849de800fdb4cb3b5e6d42c6b367,b634dded0d0e31b899f16cb02e0ed1d0,2017-08-31 11:38:18,85.79,Failed,breu branco,PA
0d5cbb8e4c1c7a7fc26899126197a6b9,6ca4c791dfb84fbc05cbe68d7d7a95be,2018-06-27 11:57:05,155.29,Pending,sao paulo,SP
e897d96adf4da16805cd6faf2913ce48,ede6d420b95b2d4145c3e0de07483597,2017-05-06 12:28:42,424.0,Pending,imbe,RS
e897d96adf4da16805cd6faf2913ce48,ede6d420b95b2d4145c3e0de07483597,2017-05-06 12:28:42,430.89,Pending,imbe,RS
ed24759a0ae96582e88fdca0c0997d22,869c947685e4deaedb87bb36764949be,2018-03-24 11:58:06,102.85,Pending,sao caetano do sul,SP
27a78fdbe7b915a0596af3a5803a41cb,107d449d8a73c9dfd9673df8ea684348,2018-05-14 16:18:26,246.42,Pending,ribeirao preto,SP
e55e8c9f6f33a8562db1430444f22092,b16cd1296147fe2153a24ae9be382d68,2018-06-13 11:29:48,58.43,Pending,criciuma,SC
c5d58ec8e7e7184d9a9d42b75ffa002d,18e42e6a3b2022561588b6d32c036b52,2017-02-12 12:30:04,66.05,Pending,sao carlos,SP
492bed007520827cbed51959e4ce4385,ba5166acad480f24f1633e1b8ce21741,2018-05-28 12:53:12,94.31,Pending,jacarezinho,PR
90855e99e15fa22aff68cdb4323b27c9,b8f2034a26d0832f43daa3a588a9131e,2018-07-18 21:37:46,115.79,Pending,nova iguacu,RJ
746347ecc5cc9cb88a346545608fb635,16110c3e157d455044ea08de22990cac,2017-07-26 13:47:20,49.76,Pending,sao paulo,SP
f9ca536e1ef897f153c183d72ba141bb,a9f353609242c268174ec433f45f8440,2018-04-05 18:34:49,246.64,Failed,mogi das cruzes,SP
99fe1f54d97630a40c549779ea00e8c9,fa124303523931c3e5f132f33e9110fe,2017-05-16 21:30:59,206.99,Pending,ibicare,SC
88c588c116fd06fb8e48dd83af88ec4a,8787c72a20002592238d7b80721ab729,2017-11-19 13:23:27,27.75,Failed,campo grande,MS
88c588c116fd06fb8e48dd83af88ec4a,8787c72a20002592238d7b80721ab729,2017-11-19 13:23:27,1.74,Pending,campo grande,MS
7ab9c55c59eaeea579d047e2d8aaed81,feca0f935fcce79dd42d409d96af9645,2017-01-22 13:04:20,22.46,Pending,campinas,SP
20a6605d8265ca357d15eaf4f6710f63,f3b9b8b6d11fc7c446254660648ca292,2017-05-14 14:56:41,105.28,Pending,rolante,RS
b2908d9328eb32bdb9b7ac1e197c05fe,65c295c5ac6110fc4214f32ab7df512e,2017-10-27 12:07:08,61.05,Failed,brasilia,DF
a69bb719ee2c8b4a25bf1a1a5f3ae686,561812638ef3a092f78f0c4a5f0c58c8,2018-06-13 09:46:14,109.35,Pending,sao paulo,SP
b5ae10bf67afb6e14718789096f22787,f69cf4381400f65b36639b8e1c11092a,2018-08-12 19:28:01,1075.12,Pending,juiz de fora,MG
39e9813f11fbc948f71cfaf189976662,355474d121f6ea4623bbf34bbe80739b,2017-04-24 09:37:26,38.42,Pending,itajai,SC
5f071a8534fb6805fa6ec902f04219e4,a13d2d3b615e7782205484d9c603cbe7,2018-08-20 20:28:26,92.64,Failed,queimados,RJ
0b50bea7ba1e8ba7a21b01b7c9d1350b,8c976a55940af1dcecf9aac47249aca9,2017-10-25 10:03:39,74.28,Pending,serra de sao bento,RN
8dbdb81783a3c754dc9441826510a36a,2d0c34b4b379c290f079d39df12304e2,2018-08-10 14:54:25,117.2,Failed,aracoiaba da serra,SP
5713bef560364e39ec1630ff62449492,793864114259d54262b38703f165acd2,2018-02-16 20:16:34,39.85,Pending,pocos de caldas,MG
5a88502f6bbc1f8c972aa98c64830616,2fdfe901849d16dcfd92d3d8f4c5def3,2018-01-31 21:04:47,103.14,Pending,presidente venceslau,SP
99fa6518deac14b2890b49d1645d64be,c495ae8dfa83b158b111fc7b8304f032,2017-12-01 09:21:49,95.58,Failed,limeira,SP
f5218a2401f92542f87b1de5bc3f92ff,997070d4812561b1a8ededcbb6c2429e,2018-03-02 11:04:18,55.52,Failed,campinas,SP
8cd615f11b504c1ea4ea2d07e7ac2930,ce022d7f2e8d5b3ea5884c8bdea62226,2018-03-16 13:57:53,44.97,Failed,presidente prudente,SP
09bb35a3939c3181b4a5619cb3918976,b84438b09aa33a6e08673fe173f9796f,2017-11-26 03:42:06,116.94,Failed,sao paulo,SP
b9383cd99539eb0ccb11ab1a62bd0621,bd0c57b418e8b1cd0f10d87da71a403f,2018-08-02 20:38:59,78.42,Pending,araxa,MG
92a9ef7f0a0d392c9ad0d5f44e86b4ba,4d8c75952e09254a602a3a059d0ac367,2018-03-25 16:43:56,0.14,Failed,campinas,SP
939e85580cc5404abd2ba9df25330fb8,df059d8e5672ffde042a480870e4fbea,2017-07-10 18:12:09,57.2,Pending,cravinhos,SP
d8a7be3bdd16ebaf4601bc8252f54a08,0308cb020fb67d56a42bf1296f77dfce,2018-08-14 01:13:48,128.09,Failed,sao vicente,SP
af42887f85d980291a066176c4d13709,8f0b436a1be5cd29776f9ddb3bef133a,2017-06-18 19:51:54,100.0,Pending,cajamar,SP
06875ab72c5b9bb2eb303a70031bfeb0,686ca7499141a82f95123c370af061b0,2018-01-11 20:04:57,2.32,Failed,sao jose dos campos,SP
4652332a6a0d39960cdec082ef7b52b8,877b18b6aaa2faadfbf88c43a9bd5c42,2018-05-25 13:28:45,164.66,Failed,sao paulo,SP
f056d4857c146c38ff02566b3e152bca,fc6408fa8083f3c01b1f287709714321,2018-05-17 16:37:03,183.13,Pending,pocos de caldas,MG
00946f674d880be1f188abc10ad7cf46,9583b047c90d4aa1c5c68b4065ba7f4e,2017-12-09 19:11:22,232.72,Pending,osasco,SP
ad982819d59bc6c0fc50e08c0ee19e05,6aee223ad482dc78a0d4fe2f893c203c,2017-12-08 22:24:48,55.74,Failed,belem,PA
8f08b9fbb16d480bcb3c53db1eaf49da,c0cec5fc3063db1248cadc8347e223ab,2017-12-28 10:54:18,118.01,Pending,sao paulo,SP
fa2cc48dfd7ce0f97490bb4ab4c98eb2,599eb3fb43b36d43156a5157c94000ee,2017-08-22 23:46:00,65.71,Pending,santo andre,SP
966d505c98ea667c11343331a5d67722,26b32bdec947c658c37dcfca2859bdf0,2017-08-03 19:48:22,56.69,Failed,saudades,SC
8647ff7e5f9536a33f5e6fd7f2c08d2a,f277efbc37718499302b3e189bde8e35,2017-07-02 15:00:51,145.57,Failed,guanambi,BA
4fa1b6d5d3ca98e8def932544cc51b90,c66b45c4e7a46b471b18da7f3f7a2e3b,2018-03-11 18:52:10,89.41,Pending,sao paulo,SP
84d6d9710c8af32b5e88f2d1c14ab871,1099d033c74a027a78c1d26e1de9c8ad,2018-01-27 22:09:48,61.7,Pending,sao jose dos campos,SP
5e4c365dd3cf7769a88981f408d069d3,15f7712bb12fe27068e5353d14503653,2017-11-21 21:31:09,107.87,Failed,rio de janeiro,RJ
27b47ff9a743a8a7404a2f8c1037dec6,826c02f105be443173bcffb209476da7,2017-02-17 19:52:15,62.83,Failed,guaraciaba do norte,CE
ad133696906f6a78826daa0911b7daec,e6f5b234bb0d847f10eebd70130c5d49,2018-06-15 15:41:22,219.4,Pending,criciuma,SC
1342ab50383d7471a3bfd75ca93d38d6,a31f3b93bfe2d5bd18745603e3e537c5,2018-08-23 14:56:46,67.17,Failed,sao paulo,SP
9b4d44f88d31a9b5149bba90b6fb7b7d,36ab33aeafca98cf78d91fecb98faf0d,2017-11-27 11:07:56,64.0,Pending,sao goncalo,RJ
8187896518689722d7c05bfbaeed0933,c499f24d5aca03c90fa6ee05d32d0988,2017-11-29 14:11:10,44.0,Pending,araucaria,PR
7032fb16c3a9d982c9aa86f47cefdd3e,d946aedc7ae05f2259b2c2f9342e6272,2018-04-02 10:08:40,47.88,Pending,sao paulo,SP
61460b6c5d52b8e307108f5412907a1c,b4211f38ade936b62d702e56ec4068da,2017-11-21 15:27:11,176.16,Pending,sao paulo,SP
b48b62e1c4a6ba9d0590ea31dc623235,63e940c343435c829ce63950da558d7d,2018-06-12 13:42:31,66.53,Pending,florianopolis,SC
8afe6304c5643864e2b19153a205ae5e,074d070b1ed0835cb29a609475f41fcb,2018-01-31 18:29:28,119.34,Pending,mogi das cruzes,SP
0ef89e47a5078a9e54a080d5fa8c9109,4b4be2256ef77aecee551a7a665a7108,2018-03-08 12:51:13,102.17,Pending,campos dos goytacazes,RJ
e8b79ed0b3aa49f3a28b6939a3db249f,1bb3950ed1e67c9b3dbd7d7cd32cbff5,2018-01-19 17:38:35,21.85,Pending,presidente bernardes,SP
1887b26eba419ce20f6fe34a6f88e80a,23fe51c9d4d1b1cef50c57b3c0babf5e,2017-04-28 14:20:07,231.45,Failed,itajuba,MG
a9240539eed71e70690ea5a026f9f419,93f44a625d614fc2af27b2bd4ce2874f,2018-05-05 09:42:51,35.79,Pending,sao paulo,SP
30f0086bfe1b046a524f8acf1d3eaa11,0b9a25915090ecc0db112277977fc2cb,2018-03-27 14:58:31,113.67,Failed,piracicaba,SP
d010facca14d57e997bf54e52f0ea03b,fa8c1b0cc3867a62150b15d907f94382,2018-03-19 19:35:39,54.38,Failed,itatiba,SP
c17b377c10026e36286772008451d021,5a62330b90ef93e8730dbb18880b08af,2018-02-01 10:02:13,147.94,Pending,buritama,SP
1ed9fe02b5d745a3397a33415ecd5577,0603e61027d99341d08fa2c64fdf5915,2018-02-16 20:28:41,28.98,Pending,aruja,SP
4a1340ea38a829e0ea96cd19d7a0f951,88d808f3083f22381023e9dbb5e99751,2018-01-21 08:10:23,63.27,Failed,praia grande,SP
913ed16681197337e68e936fc28b8370,42a17b496d860f35546c295e70f516a7,2018-08-03 00:00:21,71.07,Pending,taubate,SP
68553e9e7b2c06807226ff348142d3ba,8d8ae08c6a8561cd5e932281b2b53855,2017-08-20 14:51:52,137.17,Pending,belo horizonte,MG
f44cb69655f8e4d13e7aae7cdd3d3c25,eab62436056c6ce3853a17dd6892951a,2018-07-13 22:22:57,146.32,Pending,sao paulo,SP
9c30d1a4692fbd9418f2404ada176ccd,c6c138e91cd9b75b300f8d5181f622c5,2017-11-28 00:37:52,144.01,Pending,sao paulo,SP
dda3e0dbde3a2cd09432650b3634582d,ed7abe2bf6dacb66b55c2bebf0d2adaf,2018-04-22 20:13:58,122.81,Pending,sao paulo,SP
76754c0e642c8f99a8c3fcb8a14ac700,f6c39f83de772dd502809cee2fee4c41,2017-10-26 09:31:45,1471.51,Pending,ibirite,MG
5189eca8aa65ca525e4929c6f6a758d1,cb91916ede5670fdd34d3acd31ac21b3,2017-05-19 20:13:23,486.3,Pending,teresopolis,RJ
3c8f34ce6765b01eb78b79eec5617971,996595f66cb179af29159ee6c539dc10,2017-06-17 12:36:48,183.85,Pending,rio de janeiro,RJ
7a9d100d2a88bd95c3f8acd4af29d3e8,6f203f614778c173ade2490e6684c399,2018-06-01 22:35:25,38.37,Pending,coronel fabriciano,MG
1c7c35deaf3a1639e247ce03babdfded,87edd217bd6fc063e3bcaded331967a7,2018-07-16 16:33:17,37.83,Failed,santa adelia,SP
fe5d946bb1d5891792a436f46f3618a3,59a7929fc18263169c90c46240902697,2017-03-25 20:01:03,108.21,Failed,rio de janeiro,RJ
ed63e82cc089fa6625b919b6533ff7bc,d62fe8fd4137b91ddd653cccd56811b1,2017-11-22 09:16:35,188.94,Pending,sao bernardo do campo,SP
6b9ac2a31d647731d9523ae035f17dbc,b25d246218db68891876e79b3476038f,2018-04-26 15:01:37,139.03,Pending,camaragibe,PE
d64d6b004a4ffd419003fc0a128c1c50,42ec6e7b9d6b378c51d60ee3d0d65b30,2018-07-25 17:11:06,234.17,Pending,curitiba,PR
288edb42bc749855816a5e66e39d342a,4ce13550ee2faa98b72b3c507e1144f5,2017-12-28 17:40:18,115.13,Pending,salvador,BA
8b2f04328e5408c6e2f9ebd38f2af662,c7dfe8a4d98f2c191a73944ffcaa76cc,2017-08-24 09:19:16,56.0,Failed,rio das antas,SC
9b0efb7141956726fa720e1ab576d4ca,2ac13f95801bc09dc5624673d54d4c31,2017-08-02 07:37:51,48.27,Pending,rolante,RS
4ce4fb772277f3a13a61a93b7f19d62e,595a590ba9c0127d59855c4dba71a69e,2018-06-13 16:19:00,171.01,Failed,sao paulo,SP
bbdac08bddebc79ee2654423b9ad63c3,6b0135fff11f14781d72fc93315eec54,2017-11-28 13:05:16,349.08,Pending,arcos,MG
f97e435076c45487417ce991028f5445,dbb099efb706ebbe3d67bf067d2442db,2017-02-11 14:45:06,50.7,Failed,arapiraca,AL
712ddc2da1bdd2e1b5f6baf0171860c2,6c9de7274450f72bc4fb8d28f629ef4b,2017-08-10 21:49:45,156.28,Failed,lagarto,SE
e08f76fed43c999d57979d1879871ce1,61aecad4ecccb2ef8e88726a68d832d5,2017-01-26 16:48:24,104.96,Pending,curitiba,PR
